"gender","age","qx","ex","year"
"Female",77,0.03317,10.95,2013
"Female",78,0.0376,10.31,2013
"Female",79,0.04266,9.69,2013
"Female",80,0.04833,9.1,2013
"Female",81,0.05462,8.54,2013
"Female",82,0.06154,8,2013
"Female",83,0.06908,7.49,2013
"Female",84,0.07725,7.01,2013
"Female",85,0.08607,6.55,2013
"Female",86,0.0956,6.13,2013
"Female",87,0.10585,5.72,2013
"Female",88,0.1169,5.34,2013
"Female",89,0.12883,4.98,2013
"Female",90,0.14157,4.64,2013
"Female",91,0.15545,4.32,2013
"Female",92,0.17024,4.03,2013
"Female",93,0.18597,3.75,2013
"Female",94,0.20262,3.49,2013
"Female",95,0.22019,3.25,2013
"Female",96,0.23868,3.03,2013
"Female",97,0.25805,2.83,2013
"Female",98,0.27829,2.63,2013
"Female",99,0.29936,2.46,2013
"Female",100,0.3212,2.29,2013
"Male",0,0.00456,73.75,2014
"Male",1,0.00028,73.09,2014
"Male",2,0.00019,72.11,2014
"Male",3,0.00013,71.12,2014
"Male",4,0.00011,70.13,2014
"Male",5,1e-04,69.14,2014
"Male",6,1e-04,68.15,2014
"Male",7,1e-04,67.15,2014
"Male",8,1e-04,66.16,2014
"Male",9,9e-05,65.17,2014
"Male",10,9e-05,64.17,2014
"Male",11,9e-05,63.18,2014
"Male",12,1e-04,62.19,2014
"Male",13,0.00012,61.19,2014
"Male",14,0.00017,60.2,2014
"Male",15,0.00026,59.21,2014
"Male",16,0.00039,58.22,2014
"Male",17,0.00055,57.25,2014
"Male",18,0.00073,56.28,2014
"Male",19,0.00086,55.32,2014
"Male",20,0.00095,54.37,2014
"Male",21,0.00098,53.42,2014
"Male",22,0.00099,52.47,2014
"Male",23,0.00098,51.52,2014
"Male",24,0.00098,50.57,2014
"Male",25,0.00098,49.62,2014
"Male",26,0.001,48.67,2014
"Male",27,0.00103,47.72,2014
"Male",28,0.00108,46.76,2014
"Male",29,0.00114,45.81,2014
"Male",30,0.00118,44.87,2014
"Male",31,0.00125,43.92,2014
"Male",32,0.00132,42.97,2014
"Male",33,0.0014,42.03,2014
"Male",34,0.0015,41.09,2014
"Male",35,0.00162,40.15,2014
"Male",36,0.00177,39.21,2014
"Male",37,0.00193,38.28,2014
"Male",38,0.00212,37.35,2014
"Male",39,0.00234,36.43,2014
"Male",40,0.00258,35.52,2014
"Male",41,0.00284,34.61,2014
"Male",42,0.00312,33.7,2014
"Male",43,0.00343,32.81,2014
"Male",44,0.00377,31.92,2014
"Male",45,0.00414,31.04,2014
"Male",46,0.00456,30.17,2014
"Male",47,0.00502,29.3,2014
"Male",48,0.00554,28.45,2014
"Male",49,0.00612,27.6,2014
"Male",50,0.00677,26.77,2014
"Male",51,0.00747,25.95,2014
"Male",52,0.00825,25.14,2014
"Male",53,0.00908,24.34,2014
"Male",54,0.00997,23.56,2014
"Male",55,0.01093,22.8,2014
"Male",56,0.01195,22.04,2014
"Male",57,0.01302,21.3,2014
"Male",58,0.01416,20.58,2014
"Male",59,0.01536,19.87,2014
"Male",60,0.01663,19.17,2014
"Male",61,0.01796,18.48,2014
"Male",62,0.01935,17.81,2014
"Male",63,0.02081,17.15,2014
"Male",64,0.02232,16.51,2014
"Male",65,0.0239,15.87,2014
"Male",66,0.02555,15.25,2014
"Male",67,0.02729,14.64,2014
"Male",68,0.02915,14.03,2014
"Male",69,0.03116,13.44,2014
"Male",70,0.03334,12.86,2014
"Male",71,0.03575,12.28,2014
"Male",72,0.03843,11.72,2014
"Male",73,0.04141,11.17,2014
"Male",74,0.04475,10.63,2014
"Male",75,0.04847,10.1,2014
"Male",76,0.05262,9.59,2014
"Male",77,0.05723,9.1,2014
"Male",78,0.0623,8.62,2014
"Male",79,0.06787,8.16,2014
"Male",80,0.07393,7.72,2014
"Male",81,0.0805,7.29,2014
"Male",82,0.08758,6.89,2014
"Male",83,0.09518,6.5,2014
"Male",84,0.10331,6.13,2014
"Male",85,0.11199,5.78,2014
"Male",86,0.12126,5.44,2014
"Male",87,0.13112,5.13,2014
"Male",88,0.14163,4.82,2014
"Male",89,0.15286,4.54,2014
"Male",90,0.16475,4.27,2014
"Male",91,0.17754,4.01,2014
"Male",92,0.19108,3.77,2014
"Male",93,0.20536,3.54,2014
"Male",94,0.22039,3.32,2014
"Male",95,0.23617,3.12,2014
"Male",96,0.25269,2.93,2014
"Male",97,0.26994,2.75,2014
"Male",98,0.2879,2.59,2014
"Male",99,0.30655,2.43,2014
"Male",100,0.32586,2.29,2014
"Female",0,0.00396,81.61,2014
"Female",1,0.00028,80.93,2014
"Female",2,2e-04,79.95,2014
"Female",3,0.00014,78.97,2014
"Female",4,0.00011,77.98,2014
"Female",5,9e-05,76.99,2014
"Female",6,9e-05,76,2014
"Female",7,8e-05,75,2014
"Female",8,8e-05,74.01,2014
"Female",9,8e-05,73.02,2014
"Female",10,9e-05,72.02,2014
"Female",11,1e-04,71.03,2014
"Female",12,0.00012,70.03,2014
"Female",13,0.00013,69.04,2014
"Female",14,0.00015,68.05,2014
"Female",15,0.00018,67.06,2014
"Female",16,0.00021,66.07,2014
"Female",17,0.00023,65.09,2014
"Female",18,0.00025,64.1,2014
"Female",19,0.00026,63.12,2014
"Female",20,0.00026,62.14,2014
"Female",21,0.00025,61.15,2014
"Female",22,0.00025,60.17,2014
"Female",23,0.00024,59.18,2014
"Female",24,0.00025,58.2,2014
"Female",25,0.00025,57.21,2014
"Female",26,0.00026,56.22,2014
"Female",27,0.00026,55.24,2014
"Female",28,0.00027,54.25,2014
"Female",29,0.00028,53.27,2014
"Female",30,3e-04,52.28,2014
"Female",31,0.00033,51.3,2014
"Female",32,0.00036,50.31,2014
"Female",33,4e-04,49.33,2014
"Female",34,0.00044,48.35,2014
"Female",35,5e-04,47.37,2014
"Female",36,0.00055,46.4,2014
"Female",37,0.00062,45.42,2014
"Female",38,0.00068,44.45,2014
"Female",39,0.00076,43.48,2014
"Female",40,0.00085,42.51,2014
"Female",41,0.00095,41.55,2014
"Female",42,0.00106,40.59,2014
"Female",43,0.00118,39.63,2014
"Female",44,0.00133,38.68,2014
"Female",45,0.00149,37.73,2014
"Female",46,0.00168,36.78,2014
"Female",47,0.00189,35.84,2014
"Female",48,0.00213,34.91,2014
"Female",49,0.00238,33.98,2014
"Female",50,0.00266,33.06,2014
"Female",51,0.00296,32.15,2014
"Female",52,0.00328,31.25,2014
"Female",53,0.00363,30.35,2014
"Female",54,0.004,29.46,2014
"Female",55,0.00439,28.57,2014
"Female",56,0.00482,27.7,2014
"Female",57,0.00528,26.83,2014
"Female",58,0.00578,25.97,2014
"Female",59,0.00632,25.11,2014
"Female",60,0.0069,24.27,2014
"Female",61,0.00752,23.44,2014
"Female",62,0.0082,22.61,2014
"Female",63,0.00891,21.79,2014
"Female",64,0.00966,20.98,2014
"Female",65,0.01046,20.18,2014
"Female",66,0.01129,19.39,2014
"Female",67,0.01217,18.61,2014
"Female",68,0.0131,17.83,2014
"Female",69,0.01412,17.06,2014
"Female",70,0.01526,16.3,2014
"Female",71,0.01656,15.54,2014
"Female",72,0.01808,14.8,2014
"Female",73,0.01988,14.06,2014
"Female",74,0.02203,13.33,2014
"Female",75,0.02459,12.62,2014
"Female",76,0.02762,11.93,2014
"Female",77,0.03117,11.25,2014
"Female",78,0.03528,10.6,2014
"Female",79,0.04,9.97,2014
"Female",80,0.04533,9.36,2014
"Female",81,0.05129,8.78,2014
"Female",82,0.0579,8.23,2014
"Female",83,0.06518,7.71,2014
"Female",84,0.07313,7.21,2014
"Female",85,0.08177,6.74,2014
"Female",86,0.09114,6.29,2014
"Female",87,0.10126,5.88,2014
"Female",88,0.11218,5.48,2014
"Female",89,0.12394,5.11,2014
"Female",90,0.13653,4.76,2014
"Female",91,0.15011,4.44,2014
"Female",92,0.16461,4.13,2014
"Female",93,0.18003,3.85,2014
"Female",94,0.19639,3.58,2014
"Female",95,0.21367,3.34,2014
"Female",96,0.23187,3.11,2014
"Female",97,0.25096,2.9,2014
"Female",98,0.27093,2.7,2014
"Female",99,0.29174,2.52,2014
"Female",100,0.31334,2.35,2014
"Male",0,0.0044,73.58,2015
"Male",1,0.00031,72.91,2015
"Male",2,0.00021,71.93,2015
"Male",3,0.00013,70.95,2015
"Male",4,1e-04,69.96,2015
"Male",5,9e-05,68.96,2015
"Male",6,9e-05,67.97,2015
"Male",7,9e-05,66.97,2015
"Male",8,9e-05,65.98,2015
"Male",9,1e-04,64.99,2015
"Male",10,0.00012,63.99,2015
"Male",11,0.00014,63,2015
"Male",12,0.00016,62.01,2015
"Male",13,0.00018,61.02,2015
"Male",14,0.00021,60.03,2015
"Male",15,0.00027,59.04,2015
"Male",16,0.00038,58.06,2015
"Male",17,0.00053,57.08,2015
"Male",18,0.00069,56.11,2015
"Male",19,0.00084,55.15,2015
"Male",20,0.00092,54.19,2015
"Male",21,0.00095,53.24,2015
"Male",22,0.00095,52.29,2015
"Male",23,0.00094,51.34,2015
"Male",24,0.00096,50.39,2015
"Male",25,0.001,49.44,2015
"Male",26,0.00103,48.49,2015
"Male",27,0.00106,47.54,2015
"Male",28,0.00108,46.59,2015
"Male",29,0.00111,45.64,2015
"Male",30,0.00117,44.69,2015
"Male",31,0.00124,43.74,2015
"Male",32,0.00132,42.79,2015
"Male",33,0.00141,41.85,2015
"Male",34,0.00152,40.91,2015
"Male",35,0.00163,39.97,2015
"Male",36,0.00177,39.03,2015
"Male",37,0.00192,38.1,2015
"Male",38,0.00209,37.17,2015
"Male",39,0.00228,36.25,2015
"Male",40,0.0025,35.33,2015
"Male",41,0.00276,34.42,2015
"Male",42,0.00305,33.51,2015
"Male",43,0.00337,32.61,2015
"Male",44,0.00374,31.72,2015
"Male",45,0.00415,30.84,2015
"Male",46,0.00459,29.97,2015
"Male",47,0.00509,29.1,2015
"Male",48,0.00563,28.25,2015
"Male",49,0.00622,27.41,2015
"Male",50,0.00686,26.57,2015
"Male",51,0.00757,25.75,2015
"Male",52,0.00833,24.95,2015
"Male",53,0.00915,24.15,2015
"Male",54,0.01005,23.37,2015
"Male",55,0.01101,22.6,2015
"Male",56,0.01204,21.85,2015
"Male",57,0.01315,21.11,2015
"Male",58,0.01434,20.38,2015
"Male",59,0.0156,19.67,2015
"Male",60,0.01694,18.98,2015
"Male",61,0.01835,18.29,2015
"Male",62,0.01983,17.63,2015
"Male",63,0.02137,16.97,2015
"Male",64,0.02297,16.33,2015
"Male",65,0.02463,15.71,2015
"Male",66,0.02636,15.09,2015
"Male",67,0.02816,14.48,2015
"Male",68,0.03006,13.89,2015
"Male",69,0.03207,13.31,2015
"Male",70,0.03424,12.73,2015
"Male",71,0.03662,12.16,2015
"Male",72,0.03925,11.61,2015
"Male",73,0.04219,11.06,2015
"Male",74,0.0455,10.52,2015
"Male",75,0.04923,10,2015
"Male",76,0.05343,9.49,2015
"Male",77,0.05814,9,2015
"Male",78,0.06336,8.53,2015
"Male",79,0.06911,8.07,2015
"Male",80,0.07538,7.63,2015
"Male",81,0.08215,7.21,2015
"Male",82,0.0894,6.81,2015
"Male",83,0.09713,6.43,2015
"Male",84,0.10533,6.07,2015
"Male",85,0.11401,5.73,2015
"Male",86,0.12322,5.4,2015
"Male",87,0.13297,5.09,2015
"Male",88,0.14335,4.8,2015
"Male",89,0.15442,4.51,2015
"Male",90,0.16612,4.25,2015
"Male",91,0.17882,3.99,2015
"Male",92,0.19224,3.76,2015
"Male",93,0.2064,3.53,2015
"Male",94,0.22128,3.32,2015
"Male",95,0.2369,3.12,2015
"Male",96,0.25324,2.93,2015
"Male",97,0.27029,2.76,2015
"Male",98,0.28804,2.59,2015
"Male",99,0.30646,2.44,2015
"Male",100,0.32552,2.29,2015
"Female",0,0.00362,81.57,2015
"Female",1,0.00027,80.87,2015
"Female",2,0.00017,79.89,2015
"Female",3,1e-04,78.9,2015
"Female",4,7e-05,77.91,2015
"Female",5,7e-05,76.92,2015
"Female",6,8e-05,75.92,2015
"Female",7,9e-05,74.93,2015
"Female",8,9e-05,73.93,2015
"Female",9,9e-05,72.94,2015
"Female",10,9e-05,71.95,2015
"Female",11,9e-05,70.95,2015
"Female",12,0.00011,69.96,2015
"Female",13,0.00013,68.97,2015
"Female",14,0.00016,67.98,2015
"Female",15,0.00017,66.99,2015
"Female",16,0.00019,66,2015
"Female",17,2e-04,65.01,2015
"Female",18,0.00022,64.02,2015
"Female",19,0.00024,63.04,2015
"Female",20,0.00024,62.05,2015
"Female",21,0.00024,61.07,2015
"Female",22,0.00024,60.08,2015
"Female",23,0.00023,59.1,2015
"Female",24,0.00021,58.11,2015
"Female",25,0.00021,57.12,2015
"Female",26,0.00021,56.13,2015
"Female",27,0.00022,55.14,2015
"Female",28,0.00025,54.16,2015
"Female",29,0.00027,53.17,2015
"Female",30,3e-04,52.18,2015
"Female",31,0.00032,51.2,2015
"Female",32,0.00036,50.22,2015
"Female",33,0.00039,49.23,2015
"Female",34,0.00043,48.25,2015
"Female",35,0.00048,47.27,2015
"Female",36,0.00054,46.3,2015
"Female",37,6e-04,45.32,2015
"Female",38,0.00067,44.35,2015
"Female",39,0.00075,43.38,2015
"Female",40,0.00084,42.41,2015
"Female",41,0.00094,41.44,2015
"Female",42,0.00106,40.48,2015
"Female",43,0.00119,39.52,2015
"Female",44,0.00133,38.57,2015
"Female",45,0.0015,37.62,2015
"Female",46,0.00168,36.68,2015
"Female",47,0.00187,35.74,2015
"Female",48,0.00209,34.8,2015
"Female",49,0.00232,33.88,2015
"Female",50,0.00258,32.95,2015
"Female",51,0.00286,32.04,2015
"Female",52,0.00318,31.13,2015
"Female",53,0.00352,30.23,2015
"Female",54,0.0039,29.33,2015
"Female",55,0.00432,28.44,2015
"Female",56,0.00477,27.56,2015
"Female",57,0.00527,26.69,2015
"Female",58,0.00581,25.83,2015
"Female",59,0.00639,24.98,2015
"Female",60,0.007,24.14,2015
"Female",61,0.00765,23.31,2015
"Female",62,0.00834,22.48,2015
"Female",63,0.00907,21.67,2015
"Female",64,0.00983,20.86,2015
"Female",65,0.01063,20.06,2015
"Female",66,0.01149,19.27,2015
"Female",67,0.0124,18.49,2015
"Female",68,0.01337,17.72,2015
"Female",69,0.01444,16.95,2015
"Female",70,0.01563,16.19,2015
"Female",71,0.01698,15.44,2015
"Female",72,0.01854,14.7,2015
"Female",73,0.02037,13.97,2015
"Female",74,0.02254,13.25,2015
"Female",75,0.02512,12.54,2015
"Female",76,0.02817,11.85,2015
"Female",77,0.03175,11.18,2015
"Female",78,0.03592,10.53,2015
"Female",79,0.0407,9.9,2015
"Female",80,0.04612,9.3,2015
"Female",81,0.05218,8.73,2015
"Female",82,0.05889,8.18,2015
"Female",83,0.06624,7.66,2015
"Female",84,0.07425,7.17,2015
"Female",85,0.08291,6.7,2015
"Female",86,0.09227,6.26,2015
"Female",87,0.10234,5.85,2015
"Female",88,0.11318,5.46,2015
"Female",89,0.12486,5.09,2015
"Female",90,0.13734,4.75,2015
"Female",91,0.15089,4.43,2015
"Female",92,0.16534,4.12,2015
"Female",93,0.18072,3.84,2015
"Female",94,0.19702,3.58,2015
"Female",95,0.21423,3.33,2015
"Female",96,0.23236,3.11,2015
"Female",97,0.25137,2.89,2015
"Female",98,0.27126,2.7,2015
"Female",99,0.29197,2.52,2015
"Female",100,0.31348,2.35,2015
"Male",0,0.00448,73.94,2016
"Male",1,0.00024,73.27,2016
"Male",2,0.00019,72.29,2016
"Male",3,0.00016,71.3,2016
"Male",4,0.00013,70.31,2016
"Male",5,0.00011,69.32,2016
"Male",6,1e-04,68.33,2016
"Male",7,1e-04,67.34,2016
"Male",8,1e-04,66.35,2016
"Male",9,1e-04,65.35,2016
"Male",10,0.00011,64.36,2016
"Male",11,0.00011,63.37,2016
"Male",12,0.00012,62.37,2016
"Male",13,0.00014,61.38,2016
"Male",14,0.00019,60.39,2016
"Male",15,0.00025,59.4,2016
"Male",16,0.00035,58.42,2016
"Male",17,0.00047,57.44,2016
"Male",18,6e-04,56.46,2016
"Male",19,0.00072,55.5,2016
"Male",20,0.00081,54.54,2016
"Male",21,0.00087,53.58,2016
"Male",22,9e-04,52.63,2016
"Male",23,0.00092,51.67,2016
"Male",24,0.00093,50.72,2016
"Male",25,0.00096,49.77,2016
"Male",26,0.00099,48.81,2016
"Male",27,0.00102,47.86,2016
"Male",28,0.00106,46.91,2016
"Male",29,0.00111,45.96,2016
"Male",30,0.00118,45.01,2016
"Male",31,0.00125,44.06,2016
"Male",32,0.00134,43.12,2016
"Male",33,0.00143,42.17,2016
"Male",34,0.00153,41.23,2016
"Male",35,0.00164,40.3,2016
"Male",36,0.00176,39.36,2016
"Male",37,0.0019,38.43,2016
"Male",38,0.00206,37.5,2016
"Male",39,0.00225,36.58,2016
"Male",40,0.00246,35.66,2016
"Male",41,0.00272,34.75,2016
"Male",42,0.00301,33.84,2016
"Male",43,0.00333,32.94,2016
"Male",44,0.0037,32.05,2016
"Male",45,0.0041,31.17,2016
"Male",46,0.00453,30.29,2016
"Male",47,0.00501,29.43,2016
"Male",48,0.00553,28.57,2016
"Male",49,0.0061,27.73,2016
"Male",50,0.00671,26.9,2016
"Male",51,0.00739,26.07,2016
"Male",52,0.00813,25.27,2016
"Male",53,0.00893,24.47,2016
"Male",54,0.00981,23.68,2016
"Male",55,0.01075,22.91,2016
"Male",56,0.01177,22.16,2016
"Male",57,0.01286,21.42,2016
"Male",58,0.01402,20.69,2016
"Male",59,0.01526,19.97,2016
"Male",60,0.01657,19.28,2016
"Male",61,0.01795,18.59,2016
"Male",62,0.01939,17.92,2016
"Male",63,0.02089,17.27,2016
"Male",64,0.02244,16.63,2016
"Male",65,0.02406,16,2016
"Male",66,0.02572,15.38,2016
"Male",67,0.02746,14.77,2016
"Male",68,0.02929,14.17,2016
"Male",69,0.03123,13.59,2016
"Male",70,0.03332,13.01,2016
"Male",71,0.03561,12.44,2016
"Male",72,0.03814,11.88,2016
"Male",73,0.04096,11.33,2016
"Male",74,0.04412,10.79,2016
"Male",75,0.04766,10.27,2016
"Male",76,0.05161,9.76,2016
"Male",77,0.05602,9.26,2016
"Male",78,0.0609,8.78,2016
"Male",79,0.06627,8.32,2016
"Male",80,0.07212,7.87,2016
"Male",81,0.07847,7.45,2016
"Male",82,0.08531,7.04,2016
"Male",83,0.09266,6.65,2016
"Male",84,0.10051,6.28,2016
"Male",85,0.10888,5.92,2016
"Male",86,0.11781,5.58,2016
"Male",87,0.1273,5.26,2016
"Male",88,0.13741,4.96,2016
"Male",89,0.14818,4.67,2016
"Male",90,0.15959,4.39,2016
"Male",91,0.17184,4.13,2016
"Male",92,0.1848,3.89,2016
"Male",93,0.19848,3.66,2016
"Male",94,0.21289,3.44,2016
"Male",95,0.22802,3.23,2016
"Male",96,0.24387,3.04,2016
"Male",97,0.26043,2.86,2016
"Male",98,0.27768,2.69,2016
"Male",99,0.29562,2.53,2016
"Male",100,0.31421,2.38,2016
"Female",0,0.00355,81.94,2016
"Female",1,0.00024,81.24,2016
"Female",2,0.00015,80.25,2016
"Female",3,9e-05,79.27,2016
"Female",4,8e-05,78.27,2016
"Female",5,8e-05,77.28,2016
"Female",6,8e-05,76.29,2016
"Female",7,8e-05,75.29,2016
"Female",8,7e-05,74.3,2016
"Female",9,6e-05,73.3,2016
"Female",10,6e-05,72.31,2016
"Female",11,7e-05,71.31,2016
"Female",12,8e-05,70.32,2016
"Female",13,9e-05,69.32,2016
"Female",14,0.00011,68.33,2016
"Female",15,0.00014,67.34,2016
"Female",16,0.00017,66.35,2016
"Female",17,0.00021,65.36,2016
"Female",18,0.00022,64.37,2016
"Female",19,0.00022,63.39,2016
"Female",20,0.00021,62.4,2016
"Female",21,2e-04,61.41,2016
"Female",22,0.00021,60.43,2016
"Female",23,0.00022,59.44,2016
"Female",24,0.00024,58.45,2016
"Female",25,0.00025,57.46,2016
"Female",26,0.00025,56.48,2016
"Female",27,0.00026,55.49,2016
"Female",28,0.00027,54.51,2016
"Female",29,3e-04,53.52,2016
"Female",30,0.00032,52.54,2016
"Female",31,0.00035,51.55,2016
"Female",32,0.00038,50.57,2016
"Female",33,0.00042,49.59,2016
"Female",34,0.00046,48.61,2016
"Female",35,5e-04,47.63,2016
"Female",36,0.00055,46.66,2016
"Female",37,6e-04,45.68,2016
"Female",38,0.00067,44.71,2016
"Female",39,0.00074,43.74,2016
"Female",40,0.00083,42.77,2016
"Female",41,0.00092,41.81,2016
"Female",42,0.00103,40.85,2016
"Female",43,0.00116,39.89,2016
"Female",44,0.0013,38.93,2016
"Female",45,0.00145,37.98,2016
"Female",46,0.00162,37.04,2016
"Female",47,0.00181,36.1,2016
"Female",48,0.00201,35.16,2016
"Female",49,0.00224,34.23,2016
"Female",50,0.00249,33.31,2016
"Female",51,0.00276,32.39,2016
"Female",52,0.00306,31.48,2016
"Female",53,0.0034,30.57,2016
"Female",54,0.00377,29.67,2016
"Female",55,0.00417,28.78,2016
"Female",56,0.00461,27.9,2016
"Female",57,0.00508,27.03,2016
"Female",58,0.00559,26.17,2016
"Female",59,0.00614,25.31,2016
"Female",60,0.00673,24.46,2016
"Female",61,0.00737,23.63,2016
"Female",62,0.00804,22.8,2016
"Female",63,0.00877,21.98,2016
"Female",64,0.00954,21.17,2016
"Female",65,0.01036,20.37,2016
"Female",66,0.01124,19.58,2016
"Female",67,0.01216,18.79,2016
"Female",68,0.01315,18.02,2016
"Female",69,0.0142,17.25,2016
"Female",70,0.01535,16.49,2016
"Female",71,0.01662,15.74,2016
"Female",72,0.01805,15,2016
"Female",73,0.01971,14.27,2016
"Female",74,0.02166,13.54,2016
"Female",75,0.02397,12.83,2016
"Female",76,0.02673,12.13,2016
"Female",77,0.02999,11.45,2016
"Female",78,0.03383,10.79,2016
"Female",79,0.03829,10.15,2016
"Female",80,0.0434,9.54,2016
"Female",81,0.0492,8.95,2016
"Female",82,0.05568,8.38,2016
"Female",83,0.06284,7.85,2016
"Female",84,0.0707,7.34,2016
"Female",85,0.07925,6.86,2016
"Female",86,0.08851,6.41,2016
"Female",87,0.0985,5.98,2016
"Female",88,0.10925,5.58,2016
"Female",89,0.12081,5.21,2016
"Female",90,0.13318,4.85,2016
"Female",91,0.14652,4.52,2016
"Female",92,0.16077,4.21,2016
"Female",93,0.17594,3.92,2016
"Female",94,0.19205,3.65,2016
"Female",95,0.20909,3.4,2016
"Female",96,0.22704,3.17,2016
"Female",97,0.2459,2.95,2016
"Female",98,0.26564,2.75,2016
"Female",99,0.28623,2.56,2016
"Female",100,0.30764,2.39,2016
"Male",0,0.00446,73.96,2017
"Male",1,0.00028,73.29,2017
"Male",2,0.00019,72.31,2017
"Male",3,0.00013,71.33,2017
"Male",4,1e-04,70.34,2017
"Male",5,9e-05,69.35,2017
"Male",6,9e-05,68.35,2017
"Male",7,9e-05,67.36,2017
"Male",8,9e-05,66.36,2017
"Male",9,9e-05,65.37,2017
"Male",10,1e-04,64.38,2017
"Male",11,1e-04,63.38,2017
"Male",12,0.00011,62.39,2017
"Male",13,0.00013,61.4,2017
"Male",14,0.00017,60.4,2017
"Male",15,0.00022,59.41,2017
"Male",16,0.00032,58.43,2017
"Male",17,0.00045,57.45,2017
"Male",18,0.00059,56.47,2017
"Male",19,0.00071,55.5,2017
"Male",20,8e-04,54.54,2017
"Male",21,0.00085,53.59,2017
"Male",22,0.00088,52.63,2017
"Male",23,9e-04,51.68,2017
"Male",24,0.00093,50.72,2017
"Male",25,0.00097,49.77,2017
"Male",26,0.00101,48.82,2017
"Male",27,0.00105,47.87,2017
"Male",28,0.00109,46.92,2017
"Male",29,0.00114,45.97,2017
"Male",30,0.00121,45.02,2017
"Male",31,0.00128,44.07,2017
"Male",32,0.00136,43.13,2017
"Male",33,0.00145,42.19,2017
"Male",34,0.00154,41.25,2017
"Male",35,0.00165,40.31,2017
"Male",36,0.00177,39.38,2017
"Male",37,0.00191,38.45,2017
"Male",38,0.00207,37.52,2017
"Male",39,0.00225,36.59,2017
"Male",40,0.00246,35.68,2017
"Male",41,0.0027,34.76,2017
"Male",42,0.00298,33.86,2017
"Male",43,0.00329,32.96,2017
"Male",44,0.00364,32.06,2017
"Male",45,0.00402,31.18,2017
"Male",46,0.00444,30.3,2017
"Male",47,0.0049,29.43,2017
"Male",48,0.00541,28.58,2017
"Male",49,0.00596,27.73,2017
"Male",50,0.00657,26.89,2017
"Male",51,0.00724,26.07,2017
"Male",52,0.00797,25.25,2017
"Male",53,0.00877,24.45,2017
"Male",54,0.00964,23.66,2017
"Male",55,0.01059,22.89,2017
"Male",56,0.01161,22.13,2017
"Male",57,0.0127,21.38,2017
"Male",58,0.01386,20.65,2017
"Male",59,0.01509,19.94,2017
"Male",60,0.0164,19.23,2017
"Male",61,0.01778,18.55,2017
"Male",62,0.01922,17.87,2017
"Male",63,0.02073,17.21,2017
"Male",64,0.02231,16.57,2017
"Male",65,0.02394,15.93,2017
"Male",66,0.02565,15.31,2017
"Male",67,0.02741,14.7,2017
"Male",68,0.02926,14.1,2017
"Male",69,0.03121,13.51,2017
"Male",70,0.03329,12.93,2017
"Male",71,0.03555,12.36,2017
"Male",72,0.03806,11.8,2017
"Male",73,0.04086,11.24,2017
"Male",74,0.04404,10.7,2017
"Male",75,0.04765,10.17,2017
"Male",76,0.05174,9.65,2017
"Male",77,0.05635,9.15,2017
"Male",78,0.06148,8.67,2017
"Male",79,0.06715,8.21,2017
"Male",80,0.07332,7.76,2017
"Male",81,0.07999,7.34,2017
"Male",82,0.08713,6.93,2017
"Male",83,0.09474,6.54,2017
"Male",84,0.1028,6.18,2017
"Male",85,0.11135,5.83,2017
"Male",86,0.12041,5.49,2017
"Male",87,0.13001,5.18,2017
"Male",88,0.14024,4.88,2017
"Male",89,0.15116,4.59,2017
"Male",90,0.16272,4.32,2017
"Male",91,0.17525,4.06,2017
"Male",92,0.18851,3.82,2017
"Male",93,0.2025,3.59,2017
"Male",94,0.21722,3.37,2017
"Male",95,0.23268,3.17,2017
"Male",96,0.24886,2.98,2017
"Male",97,0.26575,2.8,2017
"Male",98,0.28334,2.63,2017
"Male",99,0.30162,2.48,2017
"Male",100,0.32054,2.33,2017
"Female",0,0.00361,81.82,2017
"Female",1,0.00023,81.11,2017
"Female",2,0.00015,80.13,2017
"Female",3,1e-04,79.14,2017
"Female",4,8e-05,78.15,2017
"Female",5,8e-05,77.16,2017
"Female",6,8e-05,76.16,2017
"Female",7,8e-05,75.17,2017
"Female",8,7e-05,74.17,2017
"Female",9,7e-05,73.18,2017
"Female",10,7e-05,72.18,2017
"Female",11,8e-05,71.19,2017
"Female",12,1e-04,70.2,2017
"Female",13,0.00012,69.2,2017
"Female",14,0.00014,68.21,2017
"Female",15,0.00016,67.22,2017
"Female",16,0.00019,66.23,2017
"Female",17,0.00022,65.24,2017
"Female",18,0.00024,64.26,2017
"Female",19,0.00026,63.27,2017
"Female",20,0.00026,62.29,2017
"Female",21,0.00025,61.31,2017
"Female",22,0.00024,60.32,2017
"Female",23,0.00023,59.33,2017
"Female",24,0.00023,58.35,2017
"Female",25,0.00023,57.36,2017
"Female",26,0.00025,56.37,2017
"Female",27,0.00026,55.39,2017
"Female",28,0.00028,54.4,2017
"Female",29,0.00031,53.42,2017
"Female",30,0.00033,52.43,2017
"Female",31,0.00035,51.45,2017
"Female",32,0.00038,50.47,2017
"Female",33,0.00041,49.49,2017
"Female",34,0.00045,48.51,2017
"Female",35,5e-04,47.53,2017
"Female",36,0.00055,46.55,2017
"Female",37,6e-04,45.58,2017
"Female",38,0.00067,44.61,2017
"Female",39,0.00075,43.64,2017
"Female",40,0.00084,42.67,2017
"Female",41,0.00094,41.7,2017
"Female",42,0.00105,40.74,2017
"Female",43,0.00118,39.78,2017
"Female",44,0.00131,38.83,2017
"Female",45,0.00146,37.88,2017
"Female",46,0.00163,36.94,2017
